Index,Date,Latitude,Longitude,Moon Age,Sunset,Moonset,Lag,Moon Alt,Moon Az,Sun Alt,Sun Az,Moon-Earth Dist,Sun-Moon Dist,ARCL,ARCV,DAZ,Illumination,Parallax,W,W',q,q',Cloud Level,Seen,Method,Methods,Visibility
295,2451935.09865,29.6,52.5,1.599,2451935.08455,2451935.11627,45.68333,4.33303,245.44243,-4.97487,251.12229,0.00272,0.98193,10.90073,9.30791,5.67986,0.00902,53.80588,0.26451,0.26482,-0.09061,-0.09043,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1
296,2451935.09697,32.6,51.7,1.597,2451935.08291,2451935.11455,45.56667,4.13447,244.43348,-4.82021,250.67272,0.00272,0.98193,10.91026,8.95469,6.23924,0.00904,53.81957,0.26504,0.26534,-0.12562,-0.12544,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1
297,2446914.53756,33.0,-87.4,1.038,2446914.52027,2446914.55918,56.03333,5.20317,290.81587,-5.75769,291.11798,0.00263,1.00439,10.96501,10.96086,0.30212,0.00913,55.56138,0.27636,0.27677,0.08173,0.08197,0,Not_seen,Not_seen,Not_seen,0
298,2440683.53722,44.5,-88.0,1.037,2440683.51748,2440683.5619,63.96667,5.18541,284.10173,-5.77127,285.14884,0.00249,0.9986,11.00645,10.95668,1.04711,0.0092,58.52591,0.2933,0.29376,0.09136,0.09163,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1
299,2453116.11123,27.3,62.4,1.611,2453116.09566,2453116.13068,50.43333,5.19616,284.64197,-5.64124,286.35679,0.00268,1.00229,10.97184,10.83741,1.71482,0.00914,54.52912,0.27156,0.27195,0.06654,0.06677,0,Seen,Seen_binoculars,Seen_binoculars;Seen_telescope;Seen_ccd,0.75
300,2422434.28109,43.5,7.0,1.781,2422434.26323,2422434.30341,57.86667,4.74347,286.10469,-5.19017,290.88573,0.00243,1.00254,11.0217,9.93364,4.78104,0.00922,60.01837,0.30162,0.30205,-0.00603,-0.00577,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1
301,2446914.54145,30.0,-90.1,1.041,2446914.52472,2446914.56236,54.2,5.2278,290.47277,-5.77626,290.11689,0.00263,1.00439,11.0098,11.00406,-0.35588,0.0092,55.55717,0.2786,0.27901,0.08738,0.08762,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1
302,2443518.45069,36.0,-79.8,0.951,2443518.43237,2443518.47358,59.33333,5.33428,245.62706,-5.65916,246.7809,0.0024,0.9811,11.05364,10.99344,1.15383,0.00928,60.72992,0.30696,0.30746,0.10311,0.10341,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1
303,2446914.54383,42.7,-84.5,1.044,2446914.52394,2446914.5687,64.46667,5.09356,292.8504,-5.6791,295.35261,0.00263,1.00439,11.05859,10.77265,2.5022,0.00928,55.56767,0.28112,0.28152,0.06574,0.06597,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1
304,2451816.16541,26.2,32.7,1.665,2451816.15197,2451816.18221,43.55,4.71345,265.04649,-5.17883,269.96677,0.00252,0.99936,11.04563,9.89228,4.92028,0.00926,57.97356,0.2926,0.29301,-0.01549,-0.01525,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1
305,2443518.45738,34.0,-81.1,0.957,2443518.4394,2443518.47985,58.25,5.39988,246.46387,-5.71237,247.19885,0.0024,0.9811,11.13645,11.11225,0.73498,0.00942,60.72024,0.31151,0.31203,0.11768,0.11798,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1
306,2446914.54971,40.8,-87.7,1.05,2446914.53024,2446914.57404,63.06667,5.17592,292.32232,-5.7434,294.42527,0.00263,1.0044,11.11937,10.91932,2.10296,0.00939,55.55743,0.28415,0.28457,0.0822,0.08245,0,Not_seen,Not_seen,Not_seen,0
307,2452200.14759,-4.0,39.7,1.648,2452200.13372,2452200.16494,44.96667,5.36301,260.76856,-5.7447,260.08837,0.00246,0.99408,11.12846,11.10772,-0.68019,0.0094,59.40687,0.30434,0.30483,0.11299,0.11328,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1
308,2451935.12164,24.6,46.5,1.622,2451935.10718,2451935.13971,46.85,4.74017,246.92187,-5.29743,251.68043,0.00272,0.98194,11.10581,10.0376,4.75856,0.00936,53.77713,0.27438,0.27473,-0.01177,-0.01156,0,Seen,Seen_binoculars,Seen_binoculars;Seen_telescope;Seen_ccd,0.75
309,2451256.12588,29.6,52.2,1.626,2451256.11177,2451256.14351,45.7,4.71172,266.82641,-5.24594,271.86927,0.00244,0.99293,11.15889,9.95766,5.04286,0.00945,59.92607,0.30867,0.30911,0.00054,0.0008,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1
310,2443518.46363,29.9,-81.3,0.964,2443518.44641,2443518.48515,55.78333,5.46136,248.01566,-5.75212,247.8383,0.0024,0.98111,11.21487,11.21348,-0.17736,0.00955,60.7111,0.31585,0.31638,0.13036,0.13067,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1
311,2443518.46291,41.9,-87.6,0.963,2443518.44277,2443518.48809,65.26667,5.28882,242.67717,-5.63667,245.28112,0.0024,0.98111,11.23059,10.92549,2.60395,0.00957,60.72863,0.31682,0.31734,0.10213,0.10244,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1
312,2452200.13992,31.9,35.8,1.64,2452200.12666,2452200.15649,42.96667,4.24469,255.32199,-4.83472,261.89254,0.00246,0.99408,11.20341,9.07941,6.57055,0.00953,59.50941,0.30897,0.30936,-0.08711,-0.08687,0,Seen,Seen_telescope,Seen_telescope;Seen_ccd,0.5
313,2443518.4666,33.9,-84.3,0.967,2443518.44845,2443518.48928,58.8,5.46544,246.48607,-5.76353,247.25305,0.0024,0.98111,11.25505,11.22897,0.76698,0.00962,60.70927,0.3181,0.31864,0.13323,0.13355,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1
314,2445852.18582,15.6,35.6,1.686,2445852.17009,2445852.20549,50.96667,5.3858,293.89703,-5.81477,294.80271,0.00255,1.01162,11.23701,11.20057,0.90568,0.00959,57.19742,0.29874,0.29921,0.11897,0.11924,0,Not_seen,Not_seen,Not_seen,0
315,2443518.46708,43.0,-89.8,0.967,2443518.44652,2443518.49279,66.63333,5.28241,242.03693,-5.63172,244.92982,0.0024,0.98111,11.28988,10.91412,2.89289,0.00968,60.72728,0.32016,0.32068,0.10296,0.10327,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1
316,2446914.56333,30.3,-97.7,1.063,2446914.54613,2446914.58481,55.7,5.36554,290.53337,-5.89268,290.29836,0.00263,1.0044,11.26066,11.25822,-0.23501,0.00963,55.53336,0.29127,0.29171,0.12031,0.12057,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1
317,2451256.1297,36.0,50.8,1.63,2451256.11543,2451256.14755,46.25,4.39084,266.18228,-4.98625,272.4315,0.00244,0.99293,11.26475,9.3771,6.24923,0.00963,59.95405,0.31468,0.3151,-0.05397,-0.05372,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1
318,2443518.47044,27.7,-82.7,0.97,2443518.45354,2443518.49157,54.76667,5.50309,248.75963,-5.78198,248.10571,0.0024,0.98111,11.30394,11.28508,-0.65391,0.0097,60.70362,0.32083,0.32137,0.14045,0.14077,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1
319,2422729.55804,32.2,-110.0,1.058,2422729.54137,2422729.57889,54.03333,5.51972,257.47907,-5.65806,255.9481,0.00269,0.98415,11.2818,11.17777,-1.53098,0.00966,54.26979,0.28571,0.28614,0.10897,0.10923,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1
320,2422729.56039,35.2,-111.7,1.06,2422729.54294,2422729.58221,56.55,5.56579,256.64979,-5.70144,255.7814,0.00269,0.98415,11.30054,11.26724,-0.86839,0.00969,54.26626,0.28664,0.28708,0.11847,0.11873,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1
321,2446914.56806,41.6,-93.7,1.068,2446914.548,2446914.59314,65.0,5.26238,292.54772,-5.82048,294.92217,0.00263,1.0044,11.33358,11.08286,2.37445,0.00975,55.54018,0.29508,0.29552,0.10503,0.10529,0,Not_seen,Not_seen,Not_seen,0
322,2451256.14213,24.6,46.5,1.642,2451256.12779,2451256.16005,46.45,5.05354,267.38537,-5.52356,271.47314,0.00244,0.99293,11.33743,10.57711,4.08777,0.00976,59.90088,0.31846,0.31895,0.06826,0.06854,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1
323,2452762.13863,27.7,54.4,1.639,2452762.1226,2452762.15866,51.91667,5.25214,287.46571,-5.6521,290.66729,0.00271,1.00522,11.36317,10.90424,3.20158,0.0098,53.78662,0.28725,0.28766,0.08253,0.08278,0,Seen,Seen_telescope,Seen_telescope;Seen_ccd,0.5
324,2451728.17094,-32.4,20.8,1.671,2451728.15479,2451728.19113,52.33333,4.62154,299.66801,-5.2663,293.94303,0.00239,1.0144,11.42201,9.88784,-5.72498,0.0099,61.06654,0.3295,0.32998,0.00582,0.0061,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1
325,2452643.26746,-33.9,18.4,1.767,2452643.25075,2452643.28834,54.13333,4.74279,243.73227,-5.14769,238.0321,0.00253,0.98085,11.41194,9.89048,-5.70017,0.00989,57.65784,0.31056,0.311,-0.00506,-0.0048,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1
326,2453116.14864,32.8,51.0,1.649,2453116.13179,2453116.1697,54.58333,5.29408,285.02127,-5.7248,287.98193,0.00268,1.0023,11.40851,11.01888,2.96066,0.00988,54.50752,0.29342,0.29385,0.09765,0.09791,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1
327,2443518.4805,41.6,-93.6,0.981,2443518.46007,2443518.50604,66.2,5.4084,242.79602,-5.73444,245.46606,0.0024,0.98111,11.45729,11.14285,2.67004,0.00996,60.70839,0.32959,0.33014,0.13138,0.1317,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1
328,2423202.17424,-33.9,18.5,1.674,2423202.15727,2423202.19546,55.0,5.06993,296.50847,-5.42332,292.00185,0.00256,1.01098,11.41756,10.49325,-4.50661,0.00989,57.10127,0.30787,0.30832,0.05363,0.05389,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1
329,2452525.43889,10.7,-61.5,0.939,2452525.42484,2452525.45645,45.51667,5.42227,274.7429,-5.7704,277.0977,0.0024,1.00526,11.43693,11.19267,2.3548,0.00993,60.84125,0.32914,0.32969,0.1361,0.13642,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1
330,2452112.16638,32.6,51.7,1.666,2452112.15201,2452112.18433,46.53333,4.29286,290.83825,-4.73516,297.87379,0.0024,1.01369,11.44118,9.02802,7.03554,0.00994,60.89563,0.32968,0.33012,-0.08005,-0.0798,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1
331,2452584.23702,-33.9,18.4,1.737,2452584.22086,2452584.25722,52.36667,4.84603,252.27769,-5.32676,246.93961,0.00241,0.98909,11.48501,10.1728,-5.33807,0.01001,60.54106,0.33027,0.33076,0.03477,0.03506,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1
332,2446914.58153,30.6,-104.0,1.082,2446914.56394,2446914.60352,57.0,5.47908,290.58885,-5.98983,290.46876,0.00263,1.00441,11.46954,11.46891,-0.1201,0.00998,55.51342,0.30203,0.3025,0.14775,0.14802,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1
333,2451461.97,5.3,102.9,1.47,2451461.95584,2451461.98769,45.85,5.55462,263.13557,-5.87474,263.92103,0.00266,0.99606,11.45623,11.42936,0.78546,0.00996,54.86628,0.29782,0.29828,0.1413,0.14158,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1
334,2443518.48754,30.9,-90.2,0.988,2443518.46963,2443518.50992,58.01667,5.62988,247.61696,-5.89153,247.79572,0.0024,0.98111,11.52279,11.52141,0.17876,0.01008,60.68236,0.33322,0.33379,0.17136,0.1717,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1
335,2440742.57472,28.0,-97.0,1.075,2440742.55642,2440742.59759,59.28333,5.4876,298.49989,-5.97303,299.41534,0.00264,1.0121,11.49702,11.46064,0.91546,0.01003,55.34663,0.30256,0.30303,0.14723,0.14751,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1
336,2422729.57903,34.2,-118.0,1.079,2422729.56153,2422729.60091,56.71667,5.66517,256.94301,-5.78045,255.91402,0.00269,0.98415,11.49163,11.44562,-1.02899,0.01002,54.26258,0.29636,0.29682,0.14207,0.14234,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1
337,2440742.57516,26.3,-98.2,1.075,2440742.55718,2440742.59764,58.26667,5.50042,298.23961,-5.98865,298.73696,0.00264,1.0121,11.49979,11.48907,0.49735,0.01004,55.34523,0.3027,0.30317,0.15016,0.15043,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1
338,2443518.48874,30.0,-90.2,0.989,2443518.471,2443518.51091,57.48333,5.6408,247.94289,-5.89736,247.91443,0.0024,0.98111,11.53819,11.53816,-0.02846,0.0101,60.68064,0.33409,0.33467,0.17355,0.17389,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1
339,2451581.10189,36.2,51.7,1.602,2451581.08616,2451581.12155,50.96667,4.60434,248.30819,-5.19095,254.30985,0.00264,0.98355,11.48386,9.7953,6.00166,0.01001,55.40953,0.30222,0.30261,-0.01951,-0.01927,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1
340,2450813.13325,31.3,35.2,1.633,2450813.11525,2450813.15575,58.31667,5.53172,244.45801,-5.84221,246.42082,0.00251,0.98091,11.5415,11.37393,1.9628,0.01011,58.21071,0.32068,0.3212,0.14925,0.14955,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1
341,2450813.13495,31.3,34.6,1.635,2450813.11692,2450813.15749,58.41667,5.5422,244.45315,-5.85069,246.4262,0.00251,0.98091,11.56192,11.39289,1.97305,0.01015,58.21051,0.32181,0.32234,0.15181,0.15212,0,Seen,Seen_binoculars,Seen_binoculars;Seen_telescope;Seen_ccd,0.75
342,2452762.15199,32.6,51.7,1.652,2452762.13535,2452762.1728,53.93333,5.14715,287.94711,-5.55784,292.24566,0.00271,1.00523,11.53344,10.70499,4.29855,0.0101,53.79713,0.29595,0.29637,0.06776,0.06801,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1
343,2452289.11592,24.6,46.5,1.616,2452289.10139,2452289.13407,47.06667,4.59095,242.8379,-5.23912,248.98832,0.00267,0.98105,11.59154,9.83007,6.15042,0.0102,54.72996,0.30411,0.3045,-0.01491,-0.01468,0,Seen,Seen_binoculars,Seen_binoculars;Seen_telescope;Seen_ccd,0.75
344,2430702.41325,40.7,-74.0,0.913,2430702.39463,2430702.43652,60.31667,4.82701,238.57945,-5.2873,244.3908,0.00239,0.9826,11.66116,10.1143,5.81135,0.01032,60.99593,0.343,0.34351,0.03639,0.03669,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1
345,2448008.06782,41.6,-73.7,1.568,2448008.49108,2448007.53874,-1371.36667,31.3973,85.33021,39.41492,108.92668,0.00239,1.00413,20.75775,8.01761,23.59647,0.03246,52.24622,0.924,0.93131,0.1478,0.15163,0,Seen,Seen_binoculars,Seen_binoculars;Seen_telescope;Seen_ccd,0.75
346,2452821.307,32.5,3.7,1.807,2452821.28928,2452821.32916,57.41667,5.12923,296.92384,-5.48388,301.98086,0.00263,1.01413,11.75322,10.61312,5.05702,0.01048,55.55201,0.31732,0.31778,0.07119,0.07146,0,Seen,Seen_telescope,Seen_telescope;Seen_ccd,0.5
347,2422906.19031,-33.9,18.5,1.69,2422906.17196,2422906.21325,59.46667,5.83371,286.43512,-5.965,286.83324,0.00239,1.01207,11.8054,11.79871,0.39813,0.01058,60.97419,0.35138,0.35202,0.20973,0.2101,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1
348,2443134.44912,43.8,-87.7,0.949,2443134.4281,2443134.47538,68.08333,5.12312,237.56146,-5.56078,242.58659,0.00245,0.9813,11.80356,10.6839,5.02513,0.01057,59.67418,0.34379,0.34432,0.09381,0.09412,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1
349,2443134.45591,29.9,-81.3,0.956,2443134.43765,2443134.47873,59.15,5.69923,244.61587,-5.98625,246.3532,0.00245,0.9813,11.81348,11.68548,1.73733,0.01059,59.613,0.34401,0.3446,0.19409,0.19444,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1
350,2443519.06741,29.7,-98.1,1.567,2443519.49397,2443518.53421,-1382.05,-12.04131,99.50253,0.77862,115.99082,0.00242,0.98121,20.7947,12.81993,16.48828,0.03257,59.31437,1.0527,1.04891,0.69463,0.69269,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1
351,2451256.17403,31.9,35.2,1.674,2451256.15894,2451256.19291,48.91667,4.9445,266.65149,-5.44511,272.27559,0.00244,0.99294,11.81047,10.38961,5.6241,0.01058,59.92117,0.34561,0.34613,0.06544,0.06575,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1
352,2443577.59823,50.3,-119.3,1.098,2443577.57787,2443577.62368,65.96667,5.00062,264.47046,-5.50205,269.90186,0.00252,0.99072,11.82045,10.50267,5.4314,0.0106,57.87555,0.33437,0.33487,0.07017,0.07045,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1
353,2452496.15715,32.6,51.7,1.657,2452496.14203,2452496.17606,49.01667,4.74952,285.91629,-5.12124,292.4147,0.00243,1.0114,11.8134,9.87076,6.49841,0.01059,59.99817,0.34623,0.34673,0.01392,0.01421,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1
354,2449986.2151,-33.9,18.4,1.715,2449986.19752,2449986.23707,56.95,5.69383,266.19529,-6.07213,264.85766,0.00252,1.00042,11.84149,11.76596,-1.33763,0.01064,57.9472,0.33598,0.33654,0.19744,0.19777,0,Seen,Seen_binoculars,Seen_binoculars;Seen_telescope;Seen_ccd,0.75
355,2452762.17559,38.2,46.0,1.676,2452762.15801,2452762.19757,56.96667,5.00323,288.87249,-5.42747,294.45444,0.00271,1.00524,11.82672,10.43071,5.58195,0.01061,53.81191,0.31123,0.31165,0.04935,0.0496,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1
356,2446914.6182,40.7,-111.9,1.118,2446914.59738,2446914.64422,67.45,5.57628,292.33965,-6.08701,294.74673,0.00263,1.00442,11.90823,11.66328,2.40708,0.01076,55.48521,0.32533,0.32584,0.18091,0.18121,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1
357,2406428.26322,38.0,23.7,1.763,2406428.24334,2406428.28807,64.4,5.25509,300.17768,-5.42482,305.54921,0.00239,1.01426,11.95116,10.67991,5.37153,0.01084,61.05616,0.36057,0.36115,0.10322,0.10356,0,Not_seen,Not_seen,Not_seen,0
358,2451551.43212,10.0,-61.5,1.932,2451551.41612,2451551.45211,51.81667,5.8395,248.40571,-6.08411,248.29735,0.00269,0.98074,11.9241,11.9236,-0.10836,0.01079,54.17842,0.31851,0.31902,0.20293,0.20324,0,Seen,Seen_binoculars,Seen_binoculars;Seen_telescope;Seen_ccd,0.75
359,2453086.50281,36.8,-81.8,2.003,2453086.48632,2453086.52343,53.43333,5.1333,269.74989,-5.57594,275.04135,0.00262,0.99394,11.94175,10.70924,5.29146,0.01082,55.78999,0.32895,0.32943,0.08764,0.08792,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1
360,2443134.46406,42.0,-91.6,0.964,2443134.44321,2443134.49013,67.56667,5.30536,238.66086,-5.70802,243.38637,0.00245,0.9813,11.98148,11.01338,4.72551,0.01089,59.64721,0.35403,0.3546,0.13275,0.13308,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1
361,2451581.14292,36.2,37.2,1.643,2451581.12647,2451581.16348,53.3,4.84297,248.29468,-5.39417,254.47467,0.00264,0.98356,11.95361,10.23714,6.17999,0.01084,55.40867,0.32735,0.32779,0.03949,0.03975,0,Seen,Seen_binoculars,Seen_binoculars;Seen_telescope;Seen_ccd,0.75
362,2434808.06652,44.5,-88.0,1.567,2434808.49015,2434807.53698,-1372.56667,8.30903,89.72277,12.02087,110.64528,0.0024,0.99007,20.91849,3.71184,20.92251,0.03296,60.33146,1.08339,1.08614,-0.2005,-0.1991,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1
363,2453027.26543,-33.9,18.4,1.765,2453027.24861,2453027.28646,54.5,5.01816,248.17718,-5.33929,241.92033,0.00247,0.9818,12.09619,10.35745,-6.25685,0.0111,59.15069,0.35781,0.35835,0.06936,0.06968,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1
364,2452200.22504,10.3,9.8,1.725,2452200.21014,2452200.24367,48.28333,5.71035,258.50067,-6.05028,261.44679,0.00246,0.99406,12.12277,11.76064,2.94612,0.01115,59.32069,0.36041,0.36103,0.2112,0.21156,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1
365,2446914.6411,37.0,-122.0,1.141,2446914.62087,2446914.6664,65.56667,5.79075,291.55136,-6.26426,293.15893,0.00263,1.00443,12.16132,12.055,1.60757,0.01122,55.45265,0.33905,0.3396,0.22814,0.22847,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1
