Hijri year,Month,Date,Seen?,Method,Clouds,Location,Lat,Lon
1442,6,13-Jan-21,Not_seen,Naked-eye,Totally_Cloudy,"Birmingham, West Midlands (UK)",52.48142,-1.89983
1442,6,13-Jan-21,Not_seen,Naked-eye,Totally_Cloudy,"Blackburn, Lancashire (UK)",53.75,-2.48333
1442,6,13-Jan-21,Not_seen,Naked-eye,Totally_Cloudy,"Bolton, Greater Manchester (UK)",53.58333,-2.43333
1442,6,13-Jan-21,Not_seen,Naked-eye,Totally_Cloudy,"Bolton, Greater Manchester (UK)",53.58333,-2.43333
1442,6,13-Jan-21,Not_seen,Naked-eye_and/or_Binoculars,Totally_Cloudy,"Brentwood, Essex (UK)",51.62127,0.30556
1442,6,13-Jan-21,Not_seen,Naked-eye,Totally_Cloudy,"Cradley Heath, West Midlands (UK)",52.47214,-2.08212
1442,6,13-Jan-21,Not_seen,Naked-eye,Totally_Cloudy,"Helston, Cornwall (UK)",50.10319,-5.27045
1442,6,13-Jan-21,Not_seen,Naked-eye,Totally_Cloudy,"York, North Yorkshire (UK)",53.95763,-1.08271
1442,6,14-Jan-21,Seen,Naked-eye,Partly_Cloudy,"Blackburn, Lancashire (UK)",53.75,-2.48333
1442,7,12-Feb-21,Not_seen,Naked-eye_and/or_Binoculars,Totally_Cloudy,"Birmingham, West Midlands (UK)",52.48142,-1.89983
1442,7,12-Feb-21,Not_seen,Naked-eye,Partly_Cloudy,"Blackburn, Lancashire (UK)",53.75,-2.48333
1442,7,12-Feb-21,Not_seen,Naked-eye,Partly_Cloudy,"Bolton, Greater Manchester (UK)",53.58333,-2.43333
1442,7,12-Feb-21,Not_seen,Naked-eye_and/or_Binoculars,Partly_Cloudy,"Bolton, Greater Manchester (UK)",53.58333,-2.43333
1442,7,12-Feb-21,Not_seen,Naked-eye_and/or_Binoculars,Partly_Cloudy,"Brentwood, Essex (UK)",51.62127,0.30556
1442,7,12-Feb-21,Not_seen,Naked-eye_and/or_Binoculars,Clear,"Bristol, Bristol (UK)",51.45523,-2.59665
1442,7,12-Feb-21,Not_seen,Naked-eye,Partly_Cloudy,"Croydon, Greater London (UK)",51.38333,-0.1
1442,7,12-Feb-21,Not_seen,Naked-eye_and/or_Binoculars,Partly_Cloudy,"London, Greater London (UK)",51.50853,-0.12574
1442,7,12-Feb-21,Not_seen,Naked-eye,Partly_Cloudy,"London, Greater London (UK)",51.50853,-0.12574
1442,7,12-Feb-21,Not_seen,Naked-eye,Partly_Cloudy,"London, Greater London (UK)",51.50853,-0.12574
1442,7,12-Feb-21,Not_seen,Naked-eye,Partly_Cloudy,"Otley, West Yorkshire (UK)",53.90553,-1.69383
1442,7,12-Feb-21,Not_seen,Naked-eye,Totally_Cloudy,"York, North Yorkshire (UK)",53.95763,-1.08271
1442,7,12-Feb-21,Not_seen,Naked-eye,Partly_Cloudy,"Jersey, Channel Islands (UK)",49.21667,-2.11667
1442,8,13-Mar-21,Not_seen,Naked-eye,Totally_Cloudy,"Blackburn, Lancashire (UK)",53.75,-2.48333
1442,8,13-Mar-21,Not_seen,Naked-eye_and/or_Binoculars,Totally_Cloudy,"Bolton, Greater Manchester (UK)",53.58333,-2.43333
1442,8,13-Mar-21,Not_seen,Naked-eye_and/or_Binoculars,Partly_Cloudy,"Brentwood, Essex (UK)",51.62127,0.30556
1442,8,13-Mar-21,Not_seen,Naked-eye,Clear,"Hounslow, Greater London (UK)",51.46839,-0.36092
1442,8,13-Mar-21,Not_seen,Naked-eye,Totally_Cloudy,"Rochdale, Greater Manchester (UK)",53.61766,-2.1552
1442,8,13-Mar-21,Not_seen,Naked-eye,Totally_Cloudy,"York, North Yorkshire (UK)",53.95763,-1.08271
1442,8,14-Mar-21,Not_seen,Naked-eye,Totally_Cloudy,"Blackburn, Lancashire (UK)",53.75,-2.48333
1442,8,14-Mar-21,Not_seen,Naked-eye,Totally_Cloudy,"Bolton, Greater Manchester (UK)",53.58333,-2.43333
1442,8,14-Mar-21,Not_seen,Naked-eye_and/or_Telescope,Totally_Cloudy,"Bolton, Greater Manchester (UK)",53.58333,-2.43333
1442,8,14-Mar-21,Not_seen,Naked-eye,Totally_Cloudy,"Brentwood, Essex (UK)",51.62127,0.30556
1442,8,14-Mar-21,Not_seen,Binoculars_and/or_Telescope,Totally_Cloudy,"Bristol, Bristol (UK)",51.45523,-2.59665
1442,8,14-Mar-21,Not_seen,Naked-eye,Totally_Cloudy,"Cradley Heath, West Midlands (UK)",52.47214,-2.08212
1442,8,14-Mar-21,Not_seen,Naked-eye,Totally_Cloudy,"Croydon, Greater London (UK)",51.38333,-0.1
1442,8,14-Mar-21,Not_seen,Naked-eye,Totally_Cloudy,"Croydon, Greater London (UK)",51.38333,-0.1
1442,8,14-Mar-21,Seen,Naked-eye,Partly_Cloudy,"Dundee, Scotland (UK)",56.46913,-2.97489
1442,9,13-Apr-21,Seen,Naked-eye,Partly_Cloudy,"Bedford, Bedfordshire (UK)",52.13459,-0.46632
1442,10,12-May-21,Not_seen,Naked-eye_and/or_Binoculars,Partly_Cloudy,"Blackburn, Lancashire (UK)",53.75,-2.48333
1442,10,12-May-21,Not_seen,Naked-eye,Partly_Cloudy,"Bolton, Greater Manchester (UK)",53.58333,-2.43333
1442,10,12-May-21,Not_seen,Naked-eye_and/or_Binoculars_and/or_Telescope,Partly_Cloudy,"Bolton, Greater Manchester (UK)",53.58333,-2.43333
1442,10,12-May-21,Not_seen,Naked-eye_and/or_Binoculars,Partly_Cloudy,"Bolton, Greater Manchester (UK)",53.58333,-2.43333
1442,10,12-May-21,Not_seen,Naked-eye_and/or_Binoculars,Totally_Cloudy,"Brentwood, Essex (UK)",51.62127,0.30556
1442,10,12-May-21,Not_seen,Naked-eye,Totally_Cloudy,"Bristol, Bristol (UK)",51.45523,-2.59665
1442,10,12-May-21,Not_seen,Naked-eye_and/or_Binoculars,Partly_Cloudy,"Cambridge, Cambridgeshire (UK)",52.2,0.11667
1442,10,12-May-21,Not_seen,Naked-eye_and/or_Binoculars,Partly_Cloudy,"Coalville, Leicestershire (UK)",52.72247,-1.3702
1442,10,12-May-21,Not_seen,Naked-eye,Totally_Cloudy,"Crawley, West Sussex (UK)",51.11303,-0.18312
1442,10,12-May-21,Not_seen,Naked-eye_and/or_Binoculars,Partly_Cloudy,"Croydon, Greater London (UK)",51.38333,-0.1
1442,10,12-May-21,Not_seen,Naked-eye,Totally_Cloudy,"Croydon, Greater London (UK)",51.38333,-0.1
1442,10,12-May-21,Not_seen,Naked-eye,Partly_Cloudy,"Dewsbury, West Yorkshire (UK)",53.69076,-1.62907
1442,10,12-May-21,Not_seen,Naked-eye_and/or_Binoculars,Partly_Cloudy,"Dewsbury, West Yorkshire (UK)",53.69076,-1.62907
1442,10,12-May-21,Not_seen,Naked-eye,Partly_Cloudy,"Dundee, Scotland (UK)",56.46913,-2.97489
1442,10,12-May-21,Not_seen,Naked-eye_and/or_Binoculars,Totally_Cloudy,"Edinburgh, Scotland (UK)",55.95206,-3.19648
1442,10,12-May-21,Not_seen,Naked-eye,Totally_Cloudy,"Hounslow, Greater London (UK)",51.46839,-0.36092
1442,10,12-May-21,Not_seen,Naked-eye_and/or_Binoculars,Partly_Cloudy,"Leicester, Leicestershire (UK)",52.6386,-1.13169
1442,10,12-May-21,Not_seen,Naked-eye_and/or_Telescope,Totally_Cloudy,"London, Greater London (UK)",51.50853,-0.12574
1442,10,12-May-21,Not_seen,Naked-eye_and/or_Binoculars,Partly_Cloudy,"London, Greater London (UK)",51.50853,-0.12574
1442,10,12-May-21,Not_seen,Binoculars,Partly_Cloudy,"Salford, Greater Manchester (UK)",53.48771,-2.29042
1442,10,12-May-21,Not_seen,Naked-eye,Partly_Cloudy,"Middlesbrough, Teesside (UK)",54.5767,-1.2355
1442,10,12-May-21,Not_seen,Naked-eye,Partly_Cloudy,"Middlesbrough, Teesside (UK)",54.5767,-1.2355
1442,10,12-May-21,Not_seen,Naked-eye,Partly_Cloudy,"Newark, Nottinghamshire (UK)",53.06667,-0.81667
1442,10,12-May-21,Not_seen,Naked-eye,Partly_Cloudy,"Northampton, Northamptonshire (UK)",52.25,-0.88333
1442,10,12-May-21,Not_seen,Naked-eye,Partly_Cloudy,"Nottingham, Nottinghamshire (UK)",52.9536,-1.15047
1442,10,12-May-21,Not_seen,Naked-eye,Partly_Cloudy,"Sheffield, South Yorkshire (UK)",53.38297,-1.4659
1442,10,12-May-21,Not_seen,Naked-eye,Partly_Cloudy,"Surbiton, Greater London (UK)",51.39148,-0.29825
1442,10,12-May-21,Not_seen,Naked-eye,Totally_Cloudy,"Sutton, Surrey (UK)",51.28071,-0.55852
1442,10,12-May-21,Not_seen,Naked-eye_and/or_Binoculars,Partly_Cloudy,"York, North Yorkshire (UK)",53.95763,-1.08271
1442,10,13-May-21,Not_seen,Naked-eye,Totally_Cloudy,"Blackburn, Lancashire (UK)",53.75,-2.48333
1442,10,13-May-21,Seen,Naked-eye,Partly_Cloudy,"Brentwood, Essex (UK)",51.62127,0.30556
1442,11,11-Jun-21,Seen,Naked-eye_and/or_Binoculars,Clear,"Birmingham, West Midlands (UK)",52.48142,-1.89983
1442,12,11-Jul-21,Not_seen,Naked-eye,Totally_Cloudy,"Blackburn, Lancashire (UK)",53.75,-2.48333
1442,12,11-Jul-21,Not_seen,Naked-eye,Totally_Cloudy,"Bolton, Greater Manchester (UK)",53.58333,-2.43333
1442,12,11-Jul-21,Not_seen,Naked-eye_and/or_Binoculars,Totally_Cloudy,"Bolton, Greater Manchester (UK)",53.58333,-2.43333
1442,12,11-Jul-21,Seen,Naked-eye,Totally_Cloudy,"Brentwood, Essex (UK)",51.62127,0.30556
1443,1,09-Aug-21,Not_seen,Naked-eye,Partly_Cloudy,"Belfast, Northern Ireland (UK)",54.59682,-5.92541
1443,1,09-Aug-21,Not_seen,Binoculars,Partly_Cloudy,"Birmingham, West Midlands (UK)",52.48142,-1.89983
1443,1,09-Aug-21,Not_seen,Naked-eye_and/or_Binoculars,Totally_Cloudy,"Blackburn, Lancashire (UK)",53.75,-2.48333
1443,1,09-Aug-21,Not_seen,Naked-eye_and/or_Binoculars,Totally_Cloudy,"Bolton, Greater Manchester (UK)",53.58333,-2.43333
1443,1,09-Aug-21,Not_seen,Binoculars,Partly_Cloudy,"Bradford, West Yorkshire (UK)",53.79391,-1.75206
1443,1,09-Aug-21,Not_seen,Naked-eye_and/or_Binoculars,Totally_Cloudy,"Brentwood, Essex (UK)",51.62127,0.30556
1443,1,09-Aug-21,Not_seen,Naked-eye_and/or_Binoculars,Partly_Cloudy,"Bristol, Bristol (UK)",51.45523,-2.59665
1443,1,09-Aug-21,Not_seen,Naked-eye,Partly_Cloudy,"Cradley Heath, West Midlands (UK)",52.47214,-2.08212
1443,1,09-Aug-21,Not_seen,Naked-eye,Totally_Cloudy,"Croydon, Greater London (UK)",51.38333,-0.1
1443,1,09-Aug-21,Not_seen,Naked-eye,Totally_Cloudy,"Croydon, Greater London (UK)",51.38333,-0.1
1443,1,09-Aug-21,Not_seen,Naked-eye,Partly_Cloudy,"Croydon, Greater London (UK)",51.38333,-0.1
1443,1,09-Aug-21,Not_seen,Naked-eye,Partly_Cloudy,"Derby, Derbyshire (UK)",52.92277,-1.47663
1443,1,09-Aug-21,Not_seen,Naked-eye,Partly_Cloudy,"Dundee, Scotland (UK)",56.46913,-2.97489
1443,1,09-Aug-21,Not_seen,Naked-eye,Partly_Cloudy,"Edinburgh, Scotland (UK)",55.95206,-3.19648
1443,1,09-Aug-21,Seen,Binoculars,Partly_Cloudy,"Halifax, West Yorkshire (UK)",53.71667,-1.85
1443,2,07-Sep-21,Not_seen,Naked-eye_and/or_Binoculars,Clear,"Birmingham, West Midlands (UK)",52.48142,-1.89983
1443,2,07-Sep-21,Not_seen,Naked-eye_and/or_Binoculars,Clear,"Blackburn, Lancashire (UK)",53.75,-2.48333
1443,2,07-Sep-21,Not_seen,Naked-eye_and/or_Binoculars,Clear,"Bolton, Greater Manchester (UK)",53.58333,-2.43333
1443,2,07-Sep-21,Not_seen,Naked-eye,Partly_Cloudy,"Bradford, West Yorkshire (UK)",53.79391,-1.75206
1443,2,07-Sep-21,Not_seen,Naked-eye_and/or_Binoculars,Partly_Cloudy,"Brentwood, Essex (UK)",51.62127,0.30556
1443,2,07-Sep-21,Not_seen,Naked-eye,Clear,"Bristol, Bristol (UK)",51.45523,-2.59665
1443,2,07-Sep-21,Not_seen,Naked-eye,Partly_Cloudy,"London, Greater London (UK)",51.50853,-0.12574
1443,2,07-Sep-21,Not_seen,Naked-eye_and/or_Binoculars,Clear,"Coalville, Leicestershire (UK)",52.72247,-1.3702
1443,2,07-Sep-21,Not_seen,Naked-eye,Clear,"Cradley Heath, West Midlands (UK)",52.47214,-2.08212
1443,2,07-Sep-21,Not_seen,Naked-eye_and/or_Binoculars,Clear,"Dinas Dinlle, Wales (UK)",53.08333,-4.33492
1443,2,07-Sep-21,Not_seen,Naked-eye,Partly_Cloudy,"Dunfermline, Scotland (UK)",56.07156,-3.45887
1443,2,07-Sep-21,Not_seen,Naked-eye,Clear,"London, Greater London (UK)",51.50853,-0.12574
1443,2,07-Sep-21,Not_seen,Naked-eye,Clear,"Grange-over-Sands, Cumbria (UK)",54.18508,-2.92488
1443,2,07-Sep-21,Not_seen,Naked-eye,Clear,"Hounslow, Greater London (UK)",51.46839,-0.36092
1443,2,07-Sep-21,Not_seen,Naked-eye,Clear,"Keswick, Cumbria (UK)",54.59947,-3.13256
1443,2,07-Sep-21,Not_seen,Naked-eye,Partly_Cloudy,"Leeds, West Yorkshire (UK)",53.79648,-1.54785
1443,2,07-Sep-21,Not_seen,Naked-eye,Clear,"Middlesbrough, Teesside (UK)",54.5767,-1.2355
1443,2,07-Sep-21,Not_seen,Naked-eye,Clear,"London, Greater London (UK)",51.50853,-0.12574
1443,2,07-Sep-21,Not_seen,Naked-eye,Partly_Cloudy,"Nottingham, Nottinghamshire (UK)",52.9536,-1.15047
1443,2,07-Sep-21,Not_seen,Naked-eye,Clear,"Nuneaton, Warwickshire (UK)",52.52323,-1.46523
1443,2,07-Sep-21,Not_seen,Naked-eye,Clear,"Saltburn-by-the-sea, Teeside (UK)",54.5828,0.9732
1443,2,07-Sep-21,Not_seen,Naked-eye,Partly_Cloudy,"Southampton, Hampshire (UK)",50.90395,-1.40428
1443,2,07-Sep-21,Not_seen,Naked-eye,Totally_Cloudy,"Tonteg, Wales (UK)",51.5679,-3.308
1443,2,07-Sep-21,Not_seen,Naked-eye_and/or_Binoculars,Clear,"York, North Yorkshire (UK)",53.95763,-1.08271
1443,2,08-Sep-21,Not_seen,Naked-eye_and/or_Binoculars,Partly_Cloudy,"Birmingham, West Midlands (UK)",52.48142,-1.89983
1443,2,08-Sep-21,Not_seen,Naked-eye,Partly_Cloudy,"Birmingham, West Midlands (UK)",52.48142,-1.89983
1443,2,08-Sep-21,Not_seen,Naked-eye,Partly_Cloudy,"Blackburn, Lancashire (UK)",53.75,-2.48333
1443,2,08-Sep-21,Not_seen,Naked-eye_and/or_Binoculars,Partly_Cloudy,"Bolton, Greater Manchester (UK)",53.58333,-2.43333
1443,2,08-Sep-21,Not_seen,Naked-eye_and/or_Binoculars,Partly_Cloudy,"Brentwood, Essex (UK)",51.62127,0.30556
1443,2,08-Sep-21,Not_seen,Naked-eye,Totally_Cloudy,"Cardiff, Wales (UK)",51.48,-3.18
1443,2,08-Sep-21,Not_seen,Naked-eye,Partly_Cloudy,"Edinburgh, Scotland (UK)",55.95206,-3.19648
1443,2,08-Sep-21,Not_seen,Naked-eye,Partly_Cloudy,"Grange-over-Sands, Cumbria (UK)",54.18508,-2.92488
1443,2,08-Sep-21,Not_seen,Naked-eye,Totally_Cloudy,"High Wycombe, Buckinghamshire (UK)",51.62907,-0.74934
1443,2,08-Sep-21,Seen,Naked-eye,Partly_Cloudy,"Leeds, West Yorkshire (UK)",53.79648,-1.54785
1443,3,07-Oct-21,Not_seen,Naked-eye,Totally_Cloudy,"Belfast, Northern Ireland (UK)",54.59682,-5.92541
1443,3,07-Oct-21,Not_seen,Naked-eye,Partly_Cloudy,"Blackburn, Lancashire (UK)",53.75,-2.48333
1443,3,07-Oct-21,Not_seen,Naked-eye,Totally_Cloudy,"Bolton, Greater Manchester (UK)",53.58333,-2.43333
1443,3,07-Oct-21,Not_seen,Naked-eye_and/or_Binoculars,Totally_Cloudy,"Bolton, Greater Manchester (UK)",53.58333,-2.43333
1443,3,07-Oct-21,Not_seen,Naked-eye,Totally_Cloudy,"Brentwood, Essex (UK)",51.62127,0.30556
1443,3,07-Oct-21,Not_seen,Naked-eye_and/or_Binoculars,Partly_Cloudy,"Bristol, Bristol (UK)",51.45523,-2.59665
1443,3,07-Oct-21,Not_seen,Naked-eye,Partly_Cloudy,"Caerphilly, Wales (UK)",51.57605,-3.22034
1443,3,07-Oct-21,Not_seen,Naked-eye,Totally_Cloudy,"Caerphilly, Wales (UK)",51.57605,-3.22034
1443,3,07-Oct-21,Not_seen,Naked-eye_and/or_Binoculars_and/or_Telescope,Partly_Cloudy,"Cape Cornwall, Cornwall (UK)",50.1333,-5.7
1443,3,07-Oct-21,Not_seen,Naked-eye,Partly_Cloudy,"Cardiff, Wales (UK)",51.48,-3.18
1443,3,07-Oct-21,Not_seen,Naked-eye_and/or_Binoculars,Totally_Cloudy,"Coalville, Leicestershire (UK)",52.72247,-1.3702
1443,3,07-Oct-21,Not_seen,Naked-eye,Totally_Cloudy,"Cradley Heath, West Midlands (UK)",52.47214,-2.08212
1443,3,07-Oct-21,Not_seen,Naked-eye,Totally_Cloudy,"Croydon, Greater London (UK)",51.38333,-0.1
1443,3,07-Oct-21,Not_seen,Naked-eye,Totally_Cloudy,"Derby, Derbyshire (UK)",52.92277,-1.47663
1443,3,07-Oct-21,Not_seen,Naked-eye,Totally_Cloudy,"Edinburgh, Scotland (UK)",55.95206,-3.19648
1443,3,07-Oct-21,Not_seen,Naked-eye,Partly_Cloudy,"High Wycombe, Buckinghamshire (UK)",51.62907,-0.74934
1443,3,07-Oct-21,Not_seen,Naked-eye,Partly_Cloudy,"Leeds, West Yorkshire (UK)",53.79648,-1.54785
1443,3,07-Oct-21,Not_seen,Naked-eye,Totally_Cloudy,"London, Greater London (UK)",51.50853,-0.12574
1443,3,07-Oct-21,Not_seen,Naked-eye_and/or_Binoculars,Totally_Cloudy,"Marske, Teeside (UK)",54.591,1.019
1443,3,07-Oct-21,Not_seen,Naked-eye,Totally_Cloudy,"Middlesbrough, Teesside (UK)",54.5767,-1.2355
1443,3,07-Oct-21,Not_seen,Naked-eye,Partly_Cloudy,"Nuneaton, Warwickshire (UK)",52.52323,-1.46523
1443,3,07-Oct-21,Not_seen,Naked-eye_and/or_Binoculars,Totally_Cloudy,"Redcar, Teeside (UK)",54.618,-1.069
1443,3,07-Oct-21,Not_seen,Naked-eye_and/or_Binoculars,Totally_Cloudy,"Slough, Berkshire (UK)",51.50949,-0.59541
1443,3,07-Oct-21,Not_seen,Naked-eye_and/or_Binoculars,Totally_Cloudy,"Stockton-on-Tees, Teeside (UK)",54.57,-1.32
1443,3,07-Oct-21,Not_seen,Naked-eye,Partly_Cloudy,"Surbiton, Greater London (UK)",51.39148,-0.29825
1443,3,07-Oct-21,Not_seen,Naked-eye,Totally_Cloudy,"York, North Yorkshire (UK)",53.95763,-1.08271
1443,4,06-Nov-21,Not_seen,Naked-eye,Totally_Cloudy,"Blackpool, Lancashire (UK)",53.81667,-3.05
1443,4,06-Nov-21,Not_seen,Naked-eye,Totally_Cloudy,"Bolton, Greater Manchester (UK)",53.58333,-2.43333
1443,4,06-Nov-21,Not_seen,Naked-eye,Totally_Cloudy,"Bolton, Greater Manchester (UK)",53.58333,-2.43333
1443,4,06-Nov-21,Not_seen,Naked-eye_and/or_Binoculars,Totally_Cloudy,"Cambridge, Cambridgeshire (UK)",52.2,0.11667
1443,4,06-Nov-21,Not_seen,Naked-eye,Totally_Cloudy,"Cardiff, Wales (UK)",51.48,-3.18
1443,4,06-Nov-21,Not_seen,Naked-eye,Partly_Cloudy,"Coventry, West Midlands (UK)",52.40656,-1.51217
1443,4,06-Nov-21,Not_seen,Naked-eye,Partly_Cloudy,"Edinburgh, Scotland (UK)",55.95206,-3.19648
1443,4,06-Nov-21,Not_seen,Naked-eye,Totally_Cloudy,"Leeds, West Yorkshire (UK)",53.79648,-1.54785
1443,4,06-Nov-21,Not_seen,Naked-eye,Partly_Cloudy,"London, Greater London (UK)",51.50853,-0.12574
1443,4,06-Nov-21,Not_seen,Naked-eye,Partly_Cloudy,"St Andrews, Scotland (UK)",56.33871,-2.79902
1443,4,06-Nov-21,Not_seen,Naked-eye,Partly_Cloudy,"Stockton-on-Tees, Teeside (UK)",54.57,-1.32
1443,4,06-Nov-21,Not_seen,Naked-eye,Totally_Cloudy,"Walsall, West Midlands (UK)",52.58528,-1.98396
1443,4,06-Nov-21,Not_seen,Naked-eye_and/or_Binoculars,Totally_Cloudy,"York, North Yorkshire (UK)",53.95763,-1.08271
